BenchName,Algo,Critical Compensate,Validation level,WW allowed,Store enabled,Cuckoo enabled,ConflictFraction,NumFeeAccounts,NumProgs,NumThreads,Duration(ms),Committed,FailedEx,FailedVal,FailedExRate,FailedValRate,Throughput(ktps),ScaledTime,numValidations,numValAgainst,avgValAgainst,AvgValRound,Exec time(ms),Val time(ms),Commit Time(ms),Compensate Time(ms),T0-T finished,T0-T failedEx,T0-TfailedVal,T0-TNC finished,T0-TNC failedEx,T0-TNCfailedVal,T1-T finished,T1-T failedEx,T1-TfailedVal,T1-TNC finished,T1-TNC failedEx,T1-TNCfailedVal,T2-T finished,T2-T failedEx,T2-TfailedVal,T2-TNC finished,T2-TNC failedEx,T2-TNCfailedVal,T3-T finished,T3-T failedEx,T3-TfailedVal,T3-TNC finished,T3-TNC failedEx,T3-TNCfailedVal,T4-T finished,T4-T failedEx,T4-TfailedVal,T4-TNC finished,T4-TNC failedEx,T4-TNCfailedVal
Banking,OMVCC,X,R,N,N,N,1,1,50000,1,35.71,50000,0,0,0,0,1400,35.71,50000,0,0,1,0,0,0,0,50000,0,0,0,0,0
Banking,MV3C,Y,R,N,N,N,1,1,50000,1,39.466,50000,0,0,0,0,1266,39.466,50000,0,0,1,0,0,0,0,50000,0,0,0,0,0
Banking,OMVCC,X,R,N,N,N,1,1,50000,2,71.715,43991,35904,0,0.816167,0,613,81.511,43991,0,0,1,0,0,0,0,25001,14353,0,0,0,0,18990,21551,0,0,0,0
Banking,MV3C,Y,R,Y,N,N,1,1,50000,2,68.036,49968,0,42663,0,0.853806,734,68.0796,49968,49958,0.9998,8.30273,0,0,0,0,25001,0,21331,0,0,0,24967,0,21332,0,0,0
Banking,OMVCC,X,R,N,N,N,1,1,50000,3,165.307,38570,63511,0,1.64664,0,233,214.295,38570,0,0,1,0,0,0,0,10641,23069,0,0,0,0,16667,18302,0,0,0,0,11262,22140,0,0,0,0
Banking,MV3C,Y,R,Y,N,N,1,1,50000,3,67.792,47316,0,45768,0,0.967284,697,71.6375,47316,94629,1.99994,43.5405,0,0,0,0,16667,0,15219,0,0,0,15458,0,15407,0,0,0,15191,0,15142,0,0,0
Banking,OMVCC,X,R,N,N,N,1,1,50000,4,162.855,28736,76794,0,2.6724,0,176,283.364,28736,0,0,1,0,0,0,0,6690,19550,0,0,0,0,5190,20657,0,0,0,0,4359,21255,0,0,0,0,12497,15332,0,0,0,0
Banking,MV3C,Y,R,Y,N,N,1,1,50000,4,81.306,46846,0,46807,0,0.999167,576,86.7801,46846,140530,2.99983,24.0119,0,0,0,0,12501,0,12483,0,0,0,12094,0,12074,0,0,0,11084,0,11083,0,0,0,11167,0,11167,0,0,0
Banking,OMVCC,X,R,N,N,N,1,1,50000,5,333.721,35063,119388,0,3.40496,0,105,475.888,35063,0,0,1,0,0,0,0,8038,23192,0,0,0,0,5790,24633,0,0,0,0,4957,24695,0,0,0,0,6282,24257,0,0,0,0,9996,22611,0,0,0,0
Banking,MV3C,Y,R,Y,N,N,1,1,50000,5,91.586,46580,0,45303,0,0.972585,508,98.3104,46580,186295,3.99946,22.5005,0,0,0,0,10001,0,8725,0,0,0,8629,0,8629,0,0,0,9256,0,9256,0,0,0,9411,0,9411,0,0,0,9283,0,9282,0,0,0
Banking,OMVCC,X,R,N,N,N,1,1,50000,1,36.214,50000,0,0,0,0,1380,36.214,50000,0,0,1,0,0,0,0,50000,0,0,0,0,0
Banking,MV3C,Y,R,N,N,N,1,1,50000,1,39.481,50000,0,0,0,0,1266,39.481,50000,0,0,1,0,0,0,0,50000,0,0,0,0,0
Banking,OMVCC,X,R,N,N,N,1,1,50000,2,67.532,43488,33886,0,0.779203,0,643,77.6444,43488,0,0,1,0,0,0,0,25001,13780,0,0,0,0,18487,20106,0,0,0,0
